,S. No.,Timestamp,GAD1,GAD2,GAD3,GAD4,GAD5,GAD6,GAD7,GADE,SWL1,SWL2,SWL3,SWL4,SWL5,Platform,Hours,earnings,whyplay,League,streams,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Narcissism,Gender,Age,Work,Playstyle,accept,GAD_T,SWL_T,SPIN_T
167,174,2015-02-19 14:08:47,0,1,0,0,0,0,0,Not difficult at all,3,3,6,6,3,PC,30,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",improving,Master,40,0,1,2,3,0,2,1,2,2,1,1,0,1,1,1,0,0,2,Male,22,Student at college / university,Multiplayer - online - with strangers,Accept,1,21,18
170,177,2015-02-19 14:10:17,1,0,1,0,1,1,0,Somewhat difficult,3,3,3,4,4,PC,20,I play for fun,improving,gold four,30,1,1,3,2,1,2,2,4,2,1,2,1,0,1,1,0,2,2,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,4,17,26
171,178,2015-02-19 14:10:21,2,2,2,2,1,3,2,Somewhat difficult,2,3,3,2,3,PC,12,I play for fun,having fun,Silver,16,0,0,1,1,0,0,0,1,1,0,3,0,0,0,1,0,0,2,Male,25,Unemployed / between jobs,Multiplayer - online - with strangers,Accept,14,13,8
172,179,2015-02-19 14:10:58,1,0,0,1,0,1,0,Somewhat difficult,2,2,5,3,5,PC,35,I play for fun,relaxing,Platinum,6,3,3,3,3,3,4,2,4,2,2,4,3,1,3,3,3,2,3,Male,21,Student at college / university,Multiplayer - online - with real life friends,Accept,3,17,48
174,181,2015-02-19 14:11:57,0,0,1,0,0,0,0,Not difficult at all,6,7,6,6,4,PC,30,I play for fun,improving,Diamond V,10,1,1,0,2,1,1,3,3,2,0,1,1,0,1,2,0,0,3,Male,21,Student at college / university,Multiplayer - online - with real life friends,Accept,1,29,19
176,183,2015-02-19 14:12:22,1,1,1,1,1,1,0,Somewhat difficult,2,5,3,2,5,PC,10,I play for fun,having fun,Unranked,12,1,1,3,3,3,3,1,2,2,3,3,1,1,2,2,2,1,1,Female,20,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,6,17,34
177,184,2015-02-19 14:12:32,0,0,1,0,0,1,0,Not difficult at all,2,3,3,2,3,PC,70,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",improving,Challenger,6,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,Male,19,Student at college / university,Singleplayer,Accept,2,13,4
178,185,2015-02-19 14:12:34,3,3,3,1,1,0,0,Somewhat difficult,2,2,3,2,3,PC,40,I play for fun,all of the above,gold 4,3,0,2,1,3,2,3,0,1,2,0,3,1,3,3,0,0,2,3,Male,18,Student at school,Multiplayer - online - with online acquaintances or teammates,Accept,11,12,26
180,187,2015-02-19 14:13:05,1,1,1,3,2,3,1,Somewhat difficult,3,2,4,1,1,PC,8,I play for fun,improving,Silver,4,3,2,1,2,1,1,4,2,4,1,0,0,2,2,1,4,2,1,Male,21,Student at college / university,Multiplayer - online - with strangers,Accept,12,11,32
181,188,2015-02-19 14:13:24,0,0,0,0,0,0,0,Not difficult at all,2,2,3,3,2,PC,8,I play for fun,improving,GOLD 1,6,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Male,23,Employed,Multiplayer - online - with real life friends,Accept,0,12,5
182,189,2015-02-19 14:13:47,0,0,0,0,0,1,0,Not difficult at all,2,5,1,1,6,PC,30,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",having fun,Challenger,6,0,2,1,2,0,1,4,4,2,0,1,0,2,1,0,0,1,1,Male,19,Unemployed / between jobs,Multiplayer - online - with online acquaintances or teammates,Accept,1,15,21
183,190,2015-02-19 14:14:03,1,1,1,1,1,1,1,Somewhat difficult,2,3,2,2,3,PC,0,I play for fun,winning,gold,16,0,0,1,3,2,3,2,1,2,2,2,1,1,2,2,1,1,2,Male,29,Employed,watching,Accept,7,12,26
184,191,2015-02-19 14:14:05,0,0,0,0,0,0,0,Not difficult at all,1,2,4,1,1,PC,40,I play for fun,having fun,Silver 2,3,0,1,2,4,3,2,3,4,0,0,0,0,0,0,0,0,0,3,Male,21,Unemployed / between jobs,Multiplayer - online - with online acquaintances or teammates,Accept,0,9,19
185,192,2015-02-19 14:14:05,1,1,2,2,0,1,1,Not difficult at all,2,2,6,4,3,PC,21,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",having fun,Platinum V,4,2,2,1,3,4,4,2,2,3,3,4,3,4,4,4,3,3,3,Male,18,Student at school, Multiplayer - online - with online acquaintances or teammates and with real life friends,Accept,8,17,51
186,194,2015-02-19 14:14:38,1,1,3,0,1,2,0,Somewhat difficult,4,7,6,1,7,PC,50,I play for fun,improving,silver,10,2,0,1,2,1,1,2,1,1,4,2,1,1,0,0,2,0,2,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,8,25,21
187,195,2015-02-19 14:14:53,1,0,0,0,1,1,1,Somewhat difficult,5,5,6,4,2,PC,20,I play for fun,improving,Platin 5,5,1,2,0,1,1,0,0,1,2,0,1,0,1,1,0,0,1,2,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,4,22,12
191,200,2015-02-19 14:18:34,3,2,3,3,2,3,3,Very difficult,4,3,2,5,1,PC,20,I intend to do both if I become good enough at some point.,having fun,Gold III,20,0,3,1,0,2,1,3,2,1,0,3,4,0,3,3,0,2,4,Male,19,Student at college / university,Multiplayer - online - with strangers,Accept,19,15,28
193,202,2015-02-19 14:18:58,0,0,0,0,0,0,0,Not difficult at all,6,6,6,4,2,PC,8,I play for fun,improving,Diamond,4,0,0,1,0,3,0,0,1,0,0,0,4,0,0,0,0,0,2,Male,26,Employed,Multiplayer - online - with online acquaintances or teammates,Accept,0,24,9
195,204,2015-02-19 14:19:05,1,1,1,2,0,1,0,Somewhat difficult,6,7,7,2,5,PC,20,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",improving,Masters,15,1,1,1,1,0,2,1,4,4,1,3,0,0,1,3,0,0,1,Male,18,Unemployed / between jobs,Multiplayer - online - with strangers,Accept,6,27,23
196,205,2015-02-19 14:19:19,0,0,0,0,0,0,0,Not difficult at all,3,6,3,2,3,PC,30,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",improving,Master 1,20,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,2,Male,25,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,0,17,7
197,206,2015-02-19 14:19:26,1,0,1,1,0,3,1,Somewhat difficult,4,6,2,2,4,PC,10,I play for fun,improving,d5,30,2,0,1,0,1,2,0,1,4,0,2,0,1,1,2,0,3,3,Male,20,Student at college / university,Multiplayer - online - with strangers,Accept,7,18,20
198,207,2015-02-19 14:19:32,0,0,0,0,0,0,0,Not difficult at all,4,5,5,4,5,PC,5,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",improving,Masters,2,1,1,2,2,0,4,1,4,3,1,4,0,0,1,1,0,2,1,Male,19,Student at college / university,Multiplayer - online - with strangers,Accept,0,23,27
199,208,2015-02-19 14:19:54,1,1,1,1,0,0,1,Somewhat difficult,3,6,5,5,3,PC,15,I play for fun,improving,Silver,20,1,1,1,2,1,1,2,2,3,0,4,1,0,1,0,1,2,2,Male,18,Student at school,Multiplayer - online - with strangers,Accept,5,22,23
201,210,2015-02-19 14:20:21,1,0,0,0,0,1,0,Not difficult at all,3,6,3,5,3,PC,30,I play for fun,improving,Diamond 5,10,1,3,1,2,1,2,1,0,2,1,3,0,0,2,3,1,0,1,Male,26,Employed,Multiplayer - online - with online acquaintances or teammates,Accept,2,20,23
202,211,2015-02-19 14:20:48,1,1,1,1,0,0,0,Somewhat difficult,5,6,5,4,3,PC,5,I play for fun,having fun,Silver 2,14,1,0,0,1,0,0,0,0,3,0,0,0,0,0,1,1,0,2,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,4,23,7
203,212,2015-02-19 14:20:59,1,0,0,0,0,1,0,Not difficult at all,3,3,7,6,6,PC,7,I play for fun,having fun,Silver 4,7,0,1,0,0,2,1,1,1,0,1,0,1,0,0,0,0,0,2,Male,23,Employed,Multiplayer - online - with real life friends,Accept,2,25,8
204,213,2015-02-19 14:20:59,1,2,1,0,0,1,1,Not difficult at all,3,4,3,5,4,PC,14,I play for fun,having fun,Plat ,10,2,2,1,1,3,3,1,0,2,1,3,2,1,2,3,1,3,1,Male,19,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,6,19,31
206,215,2015-02-19 14:21:30,0,0,0,0,1,1,0,Not difficult at all,6,6,6,4,2,PC,30,I play for fun,improving,Gold,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Male,18,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,2,24,1
207,216,2015-02-19 14:21:47,2,2,3,3,0,1,3,Extremely difficult,1,2,1,2,4,PC,20,I play for fun,improving,Platinum 2,8,0,1,3,4,0,1,0,4,3,0,1,0,0,1,0,0,0,2,Male,18,Unemployed / between jobs,Multiplayer - online - with strangers,Accept,14,10,18
208,217,2015-02-19 14:22:01,1,2,2,1,0,0,1,Somewhat difficult,4,4,4,5,2,PC,15,I play for fun,relaxing,Gold 4,5,2,3,2,3,3,2,2,1,3,2,3,3,2,3,3,1,2,1,Male,24,Employed,Multiplayer - online - with real life friends,Accept,7,19,40
209,218,2015-02-19 14:22:05,0,0,0,0,0,1,0,Not difficult at all,3,5,4,2,3,PC,25,I play for fun,winning,Silver 3,5,1,2,1,2,3,4,1,0,2,4,3,2,0,2,3,1,0,3,Male,20,Employed,Multiplayer - online - with real life friends,Accept,1,17,31
210,219,2015-02-19 14:23:56,3,3,3,3,3,3,3,Somewhat difficult,7,7,7,7,7,PC,10,I play for fun,improving,Gold,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,3,Male,30,Employed,Multiplayer - online - with real life friends,Accept,21,35,5
212,222,2015-02-19 14:25:17,0,0,1,0,0,0,0,Somewhat difficult,2,3,5,4,6,PC,30,I play for fun,improving,Platin 3,10,2,0,0,3,0,1,0,1,4,2,4,0,0,1,2,1,0,1,Male,20,Student at school,Multiplayer - online - with online acquaintances or teammates,Accept,1,20,21
214,224,2015-02-19 14:25:26,0,0,1,1,0,2,0,Not difficult at all,5,5,5,3,2,PC,20,I play for fun,improving,Gold,15,0,0,0,1,1,2,0,0,3,0,4,1,0,1,2,0,3,3,Male,29,Employed,Multiplayer - online - with strangers,Accept,4,20,18
215,225,2015-02-19 14:25:36,0,1,1,0,1,1,0,Somewhat difficult,4,2,3,1,4,PC,30,I play for fun,improving,Silver 2,20,1,2,3,4,2,2,1,3,3,2,3,1,2,3,1,0,2,1,Male,20,Unemployed / between jobs,Singleplayer,Accept,4,14,35
216,226,2015-02-19 14:25:38,1,0,1,1,3,2,0,Somewhat difficult,6,6,3,2,2,PC,35,I play for fun,having fun,Gold,15,0,0,0,4,1,0,1,1,4,3,4,2,1,3,0,0,0,3,Male,23,Employed,Multiplayer - online - with real life friends,Accept,8,19,24
217,227,2015-02-19 14:25:48,1,1,1,1,0,0,0,Not difficult at all,2,1,2,1,5,PC,24,I play for fun,winning,"unranked, previously Diamond 5 since Season 2",80,1,0,2,3,1,2,2,2,3,2,3,1,0,1,0,0,0,1,Female,25,Student at school,Singleplayer,Accept,4,11,23
219,229,2015-02-19 14:26:35,0,0,1,0,0,0,0,Not difficult at all,3,4,4,3,3,PC,25,for fun and improvement,improving,Diamond,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Male,20,Student at college / university,"Multiplayer - online with friends, teammates and strangers",Accept,1,17,3
221,231,2015-02-19 14:26:57,0,0,1,0,0,0,0,Somewhat difficult,3,3,4,3,2,PC,14,I play for fun,improving,plat 5,12,1,1,1,2,1,0,2,2,2,1,3,1,1,2,0,1,1,2,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,1,15,22
222,234,2015-02-19 14:27:30,1,1,1,1,1,0,0,Not difficult at all,6,7,6,4,3,PC,12,I play for fun,having fun,Diamond,10,2,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,2,Male,18,Student at school,Multiplayer - online - with online acquaintances or teammates,Accept,5,26,9
223,235,2015-02-19 14:27:41,2,1,1,1,1,2,1,Somewhat difficult,5,5,5,5,3,PC,20,I play for fun,having fun,unranked,2,3,3,1,1,2,3,2,0,3,2,4,2,2,2,3,1,3,2,Female,29,Employed,Multiplayer - online - with online acquaintances or teammates,Accept,9,23,37
224,236,2015-02-19 14:28:28,0,0,0,1,0,1,0,Somewhat difficult,6,6,5,6,6,PC,16,I play for fun,having fun,Diamond 3,1,1,1,0,0,2,1,0,0,0,0,3,1,0,0,1,0,2,1,Male,24,Employed,Multiplayer - online - with online acquaintances or teammates,Accept,2,29,12
225,237,2015-02-19 14:28:46,0,0,1,0,1,0,1,Not difficult at all,3,4,4,2,3,PC,20,I play for fun,improving,Gold,20,0,0,3,2,0,0,0,2,1,1,3,0,0,3,0,0,0,1,Male,20,Student at college / university,Multiplayer - online - with real life friends,Accept,3,16,15
226,238,2015-02-19 14:28:56,1,1,1,0,0,3,0,Somewhat difficult,6,7,7,7,7,PC,16,I play for fun,improving,Gold 5,2,1,1,0,3,1,2,1,4,1,0,3,1,0,2,3,1,1,3,Male,23,Employed,Multiplayer - online - with real life friends,Accept,6,34,25
227,239,2015-02-19 14:29:18,2,1,1,1,0,1,0,Somewhat difficult,5,4,5,3,6,PC,20,I play for fun,improving,gold,20,3,2,1,2,0,2,1,1,1,1,1,0,0,0,1,2,0,1,Male,25,Student at college / university,Multiplayer - online - with real life friends,Accept,6,23,18
228,240,2015-02-19 14:29:28,1,0,1,0,0,1,0,Not difficult at all,3,3,5,4,3,PC,28,I play for fun,improving,Gold 3,10,0,0,0,0,0,3,1,1,0,0,2,1,1,0,0,0,1,2,Male,19,Student at school,Multiplayer - online - with strangers,Accept,3,18,10
229,241,2015-02-19 14:29:35,1,1,1,1,0,1,1,Somewhat difficult,5,5,5,5,4,PC,10,I play for fun,having fun,silver,6,2,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,Male,30,Employed,Multiplayer - online - with strangers,Accept,6,24,8
230,242,2015-02-19 14:29:55,0,0,0,1,0,1,0,Not difficult at all,5,6,6,6,6,PC,20,I play for fun,having fun,Gold 5,6,1,0,0,1,1,0,0,0,0,2,0,0,0,0,2,0,0,2,Male,20,Student at school,Multiplayer - online - with real life friends,Accept,2,29,7
231,243,2015-02-19 14:30:13,2,1,1,3,0,1,1,Somewhat difficult,2,5,2,1,5,PC,15,I play for fun,having fun,Gold ,1,1,1,2,3,1,3,4,4,1,0,2,0,2,3,2,1,2,4,Male,20,Student at college / university,Multiplayer - online - with real life friends,Accept,9,15,32
232,244,2015-02-19 14:30:37,1,0,0,2,0,1,0,Somewhat difficult,3,4,5,5,4,PC,25,I play for fun,having fun,Gold 3,8,1,3,1,2,2,2,1,1,4,0,3,1,2,3,3,1,2,1,Male,18,Unemployed / between jobs,Multiplayer - online - with strangers,Accept,4,21,32
234,246,2015-02-19 14:30:43,1,0,0,0,0,0,0,Not difficult at all,3,5,6,6,3,PC,27,I play for fun,having fun,Platinum,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3,Male,22,Student at college / university,Multiplayer - online - with real life friends,Accept,1,23,5
235,247,2015-02-19 14:30:46,1,0,1,0,0,0,0,Somewhat difficult,5,5,5,4,5,PC,15,I play for fun,having fun,Platinum 2,15,2,2,1,1,2,2,1,1,0,1,0,1,0,1,2,0,0,1,Male,22,Student at college / university,Multiplayer - online - with strangers,Accept,2,24,17
237,249,2015-02-19 14:30:59,0,0,0,0,0,0,0,Somewhat difficult,2,3,3,1,5,PC,4,I play for fun,improving,Unranked (placements undone),8,2,1,1,3,0,0,1,1,1,0,3,0,0,2,0,0,2,2,Male,23,Student at college / university,Multiplayer - online - with real life friends,Accept,0,14,17
238,250,2015-02-19 14:31:43,0,0,1,0,0,1,0,Not difficult at all,5,5,6,5,2,PC,35,I play for fun,improving,Plat 1,6,2,0,1,0,2,1,0,2,1,0,1,1,0,1,3,0,0,4,Male,18,Student at school,Multiplayer - online - with strangers,Accept,2,23,15
240,252,2015-02-19 14:32:45,1,1,1,0,0,0,0,Not difficult at all,5,5,6,5,2,PC,10,I play for fun,improving,Bronze II,20,1,0,2,1,2,0,0,3,3,0,1,1,2,1,1,1,1,1,Female,26,Employed,Multiplayer - online - with strangers,Accept,3,23,20
241,253,2015-02-19 14:32:51,2,2,2,0,1,0,1,Not difficult at all,2,2,2,2,2,PC,35,I play for fun,having fun,d5,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Male,21,Unemployed / between jobs,Multiplayer - online - with strangers,Accept,8,10,1
243,255,2015-02-19 14:33:56,0,1,1,0,0,1,0,Not difficult at all,5,5,6,6,5,PC,6,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",having fun,Platinum ,3,1,2,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,5,Male,21,Unemployed / between jobs,Multiplayer - online - with real life friends,Accept,3,27,7
245,257,2015-02-19 14:34:20,0,0,0,0,0,0,0,Not difficult at all,5,7,6,6,6,PC,6,I play for fun,having fun,silver IV,1,0,1,0,1,0,1,0,2,2,0,0,0,0,1,0,0,0,1,Male,23,Employed,Multiplayer - online - with real life friends,Accept,0,30,8
246,258,2015-02-19 14:34:38,0,0,0,0,0,1,0,Not difficult at all,6,6,7,6,5,PC,35,I play for fun,improving,diamond ,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,1,30,0
247,259,2015-02-19 14:34:42,1,0,0,1,0,2,1,Somewhat difficult,2,2,2,1,1,PC,28,I play for fun,having fun,platinum,6,0,2,1,1,0,0,0,2,1,0,3,0,1,0,0,0,1,4,Male,22,Student at college / university,Multiplayer - online - with strangers,Accept,5,8,12
248,260,2015-02-19 14:34:42,0,0,0,1,1,0,0,Not difficult at all,2,2,3,3,1,PC,15,I play for fun,having fun,"I do not like ranked, it stresses me out.",90,2,2,3,3,3,2,2,4,2,2,3,1,2,2,2,2,2,2,Female,19,Student at college / university,Multiplayer - online - with real life friends,Accept,2,11,39
249,261,2015-02-19 14:35:08,0,0,0,0,0,1,0,Not difficult at all,2,6,2,3,5,PC,35,I play for fun,improving,Gold 2,10,1,1,3,3,0,1,0,1,2,1,2,0,0,2,1,1,0,2,Male,25,Employed,Multiplayer - online - with online acquaintances or teammates,Accept,1,18,19
250,262,2015-02-19 14:35:36,0,1,0,0,0,1,1,Not difficult at all,2,2,2,3,1,PC,40,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",winning,master,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,Male,29,Unemployed / between jobs,Multiplayer - online - with strangers,Accept,3,10,2
251,263,2015-02-19 14:36:22,1,0,1,0,0,1,0,Somewhat difficult,2,6,2,1,1,PC,25,I play for fun,having fun,silver,4,1,2,3,4,4,3,3,4,4,3,3,1,3,3,3,1,3,4,Male,19,Student at college / university,Multiplayer - online - with strangers,Accept,3,12,48
252,264,2015-02-19 14:36:30,1,0,0,2,0,2,0,Not difficult at all,1,2,2,1,1,PC,30,I play for fun,having fun,unranked,2,2,0,0,0,2,1,0,0,1,0,3,0,0,1,1,0,0,1,Male,25,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,5,7,11
253,265,2015-02-19 14:36:35,2,0,0,2,0,2,1,Somewhat difficult,1,3,3,2,2,PC,20,I play for fun,improving,Gold 1,30,2,2,1,2,3,3,0,1,3,1,3,2,0,4,3,0,4,1,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,7,11,34
254,266,2015-02-19 14:36:58,0,0,1,1,0,0,0,Not difficult at all,4,4,3,2,1,PC,16,I play for fun,winning,diamond,2,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,3,Male,21,Student at college / university,Multiplayer - online - with strangers,Accept,2,14,11
256,268,2015-02-19 14:37:11,2,0,0,0,0,2,0,Very difficult,1,2,2,2,2,PC,21,I play for fun,improving,platinum 1,30,0,4,3,3,3,3,3,3,2,3,3,1,2,2,2,0,2,4,Male,21,Unemployed / between jobs,Multiplayer - online - with real life friends,Accept,4,9,39
257,269,2015-02-19 14:37:14,1,1,2,3,2,3,1,Very difficult,1,2,2,4,3,PC,40,I play for fun,improving,Gold ,0,2,4,4,3,3,4,3,4,4,3,2,3,4,3,4,2,0,1,Male,19,Student at college / university,Multiplayer - online - with strangers,Accept,13,12,52
260,272,2015-02-19 14:37:53,1,0,0,0,0,0,1,Somewhat difficult,6,7,7,7,7,PC,15,I play for fun,improving,Diamond,10,1,1,1,2,2,2,0,1,2,1,2,0,0,0,1,0,1,1,Male,24,Employed,Multiplayer - online - with strangers,Accept,2,34,17
261,273,2015-02-19 14:38:11,0,0,0,0,0,0,0,Not difficult at all,1,1,1,1,1,PC,21,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",having fun,"i was plat 1 s4, and plat 1 in teamrank s4, not played ranked in s5 yet",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Male,24,Employed,Multiplayer - online - with strangers,Accept,0,5,0
263,275,2015-02-19 14:38:21,1,0,1,0,0,1,0,Not difficult at all,6,6,6,3,4,PC,3,I play for fun,winning,Diamond,8,2,3,0,2,2,1,1,0,2,1,4,1,0,1,1,2,0,3,Male,23,Employed,Multiplayer - online - with strangers,Accept,3,25,23
264,276,2015-02-19 14:39:05,2,2,1,0,0,2,1,Somewhat difficult,1,6,5,4,1,PC,6,I play for fun,relaxing,bronze,3,0,4,4,4,4,4,4,4,2,4,4,4,1,4,4,4,4,1,Male,19,Student at college / university,Multiplayer - online - with strangers,Accept,8,17,59
265,277,2015-02-19 14:39:12,0,0,0,2,0,1,0,Not difficult at all,6,6,5,6,7,PC,20,I play for fun,having fun,Silver III (S4),20,0,2,1,2,0,1,1,0,2,1,1,0,0,1,1,0,3,2,Male,20,Student at college / university,Multiplayer - online - with strangers,Accept,3,30,16
266,278,2015-02-19 14:39:15,1,1,0,1,0,2,0,Somewhat difficult,3,4,4,5,1,PC,20,I play for fun,winning,gold 2,1,3,3,2,2,3,3,2,3,2,2,2,2,3,3,3,2,3,4,Male,18,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,5,17,43
268,280,2015-02-19 14:39:29,0,0,1,0,0,3,1,Not difficult at all,2,3,2,1,7,PC,18,I play for fun,having fun,Gold 2,4,2,2,1,3,2,0,1,3,3,0,1,2,1,2,4,1,1,2,Male,22,Student at college / university,Multiplayer - online - with real life friends,Accept,5,15,29
269,281,2015-02-19 14:40:10,0,0,0,0,0,0,0,Not difficult at all,3,4,5,4,1,PC,35,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",having fun and improving,Diamond 3,2,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,3,Male,19,Student at college / university,"Sometimes alone (Ranked), sometimes with friends. Everytime there are strangers in my game ofc",Accept,0,17,5
270,282,2015-02-19 14:41:01,0,1,1,1,0,1,0,Not difficult at all,4,4,4,4,4,PC,15,"i play for fun atm, but i pretend to earn a little by streaming.",improving,gold I,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Male,25,Student at college / university,"Multiplayer online, with friends (sometimes in the same room), sometimes with strangers.",Accept,4,20,0
271,283,2015-02-19 14:41:17,1,0,1,1,1,0,0,Not difficult at all,6,6,6,6,7,PC,20,I play for fun,having fun,silver 1 lol - plat sc2,30,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,Male,18,Student at college / university,Multiplayer - online - with real life friends,Accept,4,31,6
272,284,2015-02-19 14:41:24,3,3,2,1,1,2,1,Somewhat difficult,3,3,3,5,2,PC,20,I play for fun,relaxing,Silver,40,1,3,3,3,2,3,2,2,4,3,3,1,3,2,3,2,2,1,Male,26,Student at college / university,Singleplayer,Accept,13,16,42
273,285,2015-02-19 14:41:35,0,0,0,0,0,0,0,Not difficult at all,1,2,2,2,6,PC,18,I play for fun,improving,Bronze 4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Male,23,Employed,Multiplayer - online - with strangers,Accept,0,13,0
274,287,2015-02-19 14:41:56,0,0,1,0,0,1,0,Somewhat difficult,1,6,2,1,4,PC,15,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",winning,diamond,20,0,0,0,1,2,2,0,0,0,2,0,0,0,2,3,1,2,3,Male,20,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,2,14,15
276,289,2015-02-19 14:42:47,0,0,0,0,0,0,0,Not difficult at all,6,5,6,6,5,PC,7,I play for fun,having fun,Diamond,15,0,0,1,2,0,0,0,0,1,1,2,0,0,1,0,0,0,2,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,0,28,8
277,290,2015-02-19 14:42:52,0,0,0,0,0,0,0,Not difficult at all,2,4,3,4,2,PC,15,I play for fun,having fun,diamond,2,1,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,1,Male,31,Employed,Multiplayer - online - with real life friends,Accept,0,15,7
279,292,2015-02-19 14:42:56,1,1,0,0,0,0,0,Not difficult at all,2,4,3,4,1,PC,28,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",winning,grandmaster,10,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,Male,20,Student at college / university,Multiplayer - online - with strangers,Accept,2,14,2
280,293,2015-02-19 14:43:04,3,3,3,3,3,0,2,Very difficult,1,5,1,2,1,PC,2,I play for fun,winning,gold,10,4,1,3,4,4,4,0,4,3,4,4,3,0,3,1,3,3,4,Male,25,Student at college / university,Multiplayer - online - with strangers,Accept,17,10,48
